model,threshold,approval_rate,bad_rate_approved,loss_rate_on_approved,realised_loss,margin_earned,net_cost,net_cost_per_application,expected_loss_model,expected_loss_error
scorecard_woe_lr,0.05329287789927081,0.37369551872314305,0.03449691991786448,0.040607802874743325,988800.0,3254022.0,-2265222.0,-347.6399631675875,695390.2083556168,-293409.7916443832
scorecard_woe_lr,0.05503045850605061,0.3838244321669736,0.03478608556577369,0.040468812475009996,1012125.0,3328839.0,-2316714.0,-355.54235727440147,730408.1908383123,-281716.80916168774
scorecard_woe_lr,0.05706593536449286,0.3939533456108042,0.03583950136345929,0.041502726918582006,1065375.0,3403179.0,-2337804.0,-358.7790055248619,768055.7529179,-297319.2470821
scorecard_woe_lr,0.05921843249680499,0.40408225905463474,0.03570072161033042,0.04106912267375617,1081350.0,3472767.0,-2391417.0,-367.00690607734805,802663.8613062319,-278686.13869376807
scorecard_woe_lr,0.06112677121688189,0.41421117249846534,0.03742126713597629,0.04225175991107818,1140375.0,3545739.0,-2405364.0,-369.1473296500921,842763.5408039007,-297611.4591960993
scorecard_woe_lr,0.06346417049820238,0.42418661755678333,0.03979739507959479,0.04426193921852388,1223400.0,3619764.0,-2396364.0,-367.76611418047884,886292.7615046649,-337107.2384953351
scorecard_woe_lr,0.06535017884628198,0.4343155310006139,0.04098939929328622,0.044618374558303885,1262700.0,3703365.0,-2440665.0,-374.56491712707185,933736.8220378307,-328963.1779621693
scorecard_woe_lr,0.06812422490938906,0.4444444444444444,0.043162983425414365,0.04582095994475138,1326975.0,3771765.0,-2444790.0,-375.19797421731124,976106.2327461187,-350868.7672538813
scorecard_woe_lr,0.07042078908868683,0.454573357888275,0.04388926401080351,0.04687120189061445,1388325.0,3845772.0,-2457447.0,-377.140423572744,1023030.5322359285,-365294.46776407154
scorecard_woe_lr,0.07235193127281411,0.46470227133210557,0.045904887714663146,0.050733982826948486,1536225.0,3904398.0,-2368173.0,-363.43968692449357,1068488.4742131094,-467736.52578689065
scorecard_woe_lr,0.07518567926463852,0.47467771639042355,0.0475266731328807,0.05242967992240543,1621650.0,3967245.0,-2345595.0,-359.97467771639043,1113446.1214291416,-508203.8785708584
scorecard_woe_lr,0.07753092080930113,0.48480662983425415,0.04938271604938271,0.05406457739791073,1707900.0,4027518.0,-2319618.0,-355.98802946593,1158393.3903566054,-549506.6096433946
scorecard_woe_lr,0.07990877646151465,0.4949355432780847,0.05116279069767442,0.055467441860465115,1788825.0,4095045.0,-2306220.0,-353.9318600368324,1209065.735504839,-579759.2644951609
scorecard_woe_lr,0.0823676997131745,0.5050644567219152,0.052263749620176235,0.056257976298997266,1851450.0,4158072.0,-2306622.0,-353.99355432780845,1256681.325408332,-594768.674591668
scorecard_woe_lr,0.08572554259554306,0.5151933701657458,0.052129877867143286,0.05559204647006255,1866225.0,4234653.0,-2368428.0,-363.47882136279924,1311641.977092849,-554583.0229071509
scorecard_woe_lr,0.08891106904646784,0.5253222836095764,0.05375401694420099,0.05712532865907099,1955400.0,4299570.0,-2344170.0,-359.755985267035,1366641.0687005068,-588758.9312994932
scorecard_woe_lr,0.09145932006472193,0.5352977286678944,0.0547591743119266,0.058208858944954124,2030325.0,4366278.0,-2335953.0,-358.4949355432781,1423477.9412611653,-606847.0587388347
scorecard_woe_lr,0.0946189274588011,0.545426642111725,0.055993247045582444,0.060569780528981425,2152650.0,4445415.0,-2292765.0,-351.8669429097606,1496195.946810183,-656454.0531898169
scorecard_woe_lr,0.0976150897259913,0.5555555555555556,0.05856353591160221,0.06255455801104973,2264475.0,4508469.0,-2243994.0,-344.3821362799263,1557504.0877775936,-706970.9122224064
scorecard_woe_lr,0.10078940249284242,0.5656844689993862,0.059413998914812804,0.06452726532826913,2378475.0,4579146.0,-2200671.0,-337.73342541436466,1627199.0880282056,-751275.9119717944
scorecard_woe_lr,0.10371758731217073,0.5758133824432167,0.06023454157782516,0.06555503731343283,2459625.0,4654629.0,-2195004.0,-336.8637200736648,1699747.4020541422,-759877.5979458578
scorecard_woe_lr,0.1067733079649366,0.5857888275015347,0.06104270369400053,0.06640948388787006,2534850.0,4716171.0,-2181321.0,-334.76381215469615,1761663.4558649973,-773186.5441350027
scorecard_woe_lr,0.10714285714285714,0.5870165745856354,0.06143790849673202,0.0667607843137255,2553600.0,4721967.0,-2168367.0,-332.7757826887661,1768834.2835445586,-784765.7164554414
scorecard_woe_lr,0.11092238174771511,0.5959177409453652,0.06258047901107391,0.06774530002575328,2630550.0,4773456.0,-2142906.0,-328.86832412523023,1823852.0026576472,-806697.9973423528
scorecard_woe_lr,0.11522800703291036,0.6060466543891958,0.06381362370220309,0.0691428209673335,2730450.0,4834134.0,-2103684.0,-322.8489871086556,1892147.6347110737,-838302.3652889263
scorecard_woe_lr,0.11939051956462654,0.6161755678330264,0.06425902864259028,0.06926899128268992,2781150.0,4900608.0,-2119458.0,-325.26979742173114,1963017.5041426732,-818132.4958573268
scorecard_woe_lr,0.12397155184471509,0.626304481276857,0.06542514089683901,0.07086498407253124,2892000.0,4971069.0,-2079069.0,-319.07136279926334,2048178.615952955,-843821.3840470449
scorecard_woe_lr,0.12820078681673552,0.6362799263351749,0.06657018813314038,0.0723281476121563,2998725.0,5029947.0,-2031222.0,-311.72836095764274,2123472.7509786813,-875252.2490213187
scorecard_woe_lr,0.13235273543381665,0.6464088397790055,0.06766381766381767,0.07324252136752137,3084975.0,5090769.0,-2005794.0,-307.8259668508287,2200832.397805513,-884142.6021944871
scorecard_woe_lr,0.1361924006074737,0.6565377532228361,0.06895745675549322,0.07404277699859749,3167550.0,5153517.0,-1985967.0,-304.78314917127074,2282136.316592054,-885413.683407946
scorecard_woe_lr,0.14109886584776754,0.6666666666666666,0.06837016574585636,0.07376553867403314,3204375.0,5227866.0,-2023491.0,-310.5418968692449,2373153.154023637,-831221.8459763629
scorecard_woe_lr,0.14624928174767957,0.6767955801104972,0.07052154195011338,0.07543027210884354,3326475.0,5290029.0,-1963554.0,-301.34346224677716,2464901.486055608,-861573.5139443921
scorecard_woe_lr,0.1506717452054792,0.6867710251688153,0.07083798882681565,0.07521787709497206,3366000.0,5353245.0,-1987245.0,-304.9792817679558,2548793.408374097,-817206.5916259028
scorecard_woe_lr,0.15491515400007738,0.6968999386126458,0.0731116494164281,0.07769378991411584,3528075.0,5405472.0,-1877397.0,-288.1210865561694,2640120.8052461706,-887954.1947538294
scorecard_woe_lr,0.16008816750495483,0.7070288520564764,0.07597134794877361,0.08041784241371826,3704850.0,5464719.0,-1759869.0,-270.08425414364643,2745860.399615855,-958989.600384145
scorecard_woe_lr,0.16643610141041415,0.717157765500307,0.07896426278621871,0.08415792852557244,3932700.0,5516685.0,-1583985.0,-243.091620626151,2853829.453710831,-1078870.5462891692
scorecard_woe_lr,0.17194469594458464,0.7272866789441375,0.08187381304072588,0.08709432369698249,4127400.0,5564835.0,-1437435.0,-220.60082872928177,2954760.306756382,-1172639.6932436181
scorecard_woe_lr,0.1780030079851789,0.7372621240024555,0.08326394671107411,0.08838728143213988,4246125.0,5632047.0,-1385922.0,-212.695211786372,3073470.3876077547,-1172654.6123922453
scorecard_woe_lr,0.184063476202559,0.7473910374462861,0.08357289527720739,0.08841683778234086,4305900.0,5691762.0,-1385862.0,-212.68600368324124,3174336.176753691,-1131563.823246309
scorecard_woe_lr,0.1916704698400582,0.7575199508901166,0.08549432739059967,0.08973409643435981,4429275.0,5745636.0,-1316361.0,-202.0197974217311,3281662.02179901,-1147612.9782009898
scorecard_woe_lr,0.19874249778215317,0.7676488643339472,0.08836465413834466,0.09206767293082767,4605225.0,5803308.0,-1198083.0,-183.86786372007367,3409664.0197652653,-1195560.9802347347
scorecard_woe_lr,0.20623788665743326,0.7777777777777778,0.09017363851617995,0.09357833464877664,4742550.0,5858478.0,-1115928.0,-171.2596685082873,3530180.3265130855,-1212369.6734869145
scorecard_woe_lr,0.21650931403197374,0.7879066912216084,0.09252045188936502,0.09548987144526686,4902450.0,5904162.0,-1001712.0,-153.73112338858195,3644393.389902299,-1258056.6100977012
scorecard_woe_lr,0.2254011606439662,0.7978821362799263,0.0938642046547413,0.0963603577611079,5009775.0,5947722.0,-937947.0,-143.945211786372,3748411.2054252545,-1261363.7945747455
scorecard_woe_lr,0.2353619842754265,0.8080110497237569,0.0962962962962963,0.09818233618233618,5169300.0,6004449.0,-835149.0,-128.16896869244937,3893731.0612377753,-1275568.9387622247
scorecard_woe_lr,0.24486015940550931,0.8181399631675875,0.09848058525604952,0.09992402926280249,5326950.0,6049647.0,-722697.0,-110.91114180478822,4021708.944646339,-1305241.055353661
scorecard_woe_lr,0.25548440374253345,0.828268876611418,0.1015378914211599,0.10268899388549194,5542125.0,6099264.0,-557139.0,-85.50322283609576,4178801.2821556334,-1363323.7178443666
scorecard_woe_lr,0.26739443600384516,0.8383977900552486,0.10360607724693392,0.10413234486545855,5688750.0,6145596.0,-456846.0,-70.11141804788214,4318099.931591043,-1370650.0684089568
scorecard_woe_lr,0.2812143480600025,0.8483732351135667,0.10636758321273516,0.10690077785817655,5909475.0,6191946.0,-282471.0,-43.35036832412523,4484458.143051542,-1425016.8569484577
scorecard_woe_lr,0.293599406138011,0.8585021485573971,0.10868787987129067,0.10927154093671791,6112650.0,6243705.0,-131055.0,-20.11279926335175,4666518.524595542,-1446131.4754044581
scorecard_woe_lr,0.31036368378426543,0.8686310620012277,0.11236749116607773,0.11300485865724381,6396075.0,6273279.0,122796.0,18.845303867403317,4826001.095070629,-1570073.9049293706
scorecard_woe_lr,0.3263244946910032,0.8787599754450584,0.11473978344393992,0.11462190010478518,6563250.0,6317613.0,245637.0,37.697513812154696,4996436.795766197,-1566813.2042338029
scorecard_woe_lr,0.34371619986385177,0.8888888888888888,0.11671270718232044,0.11599620165745857,6718500.0,6364665.0,353835.0,54.302486187845304,5180270.292563044,-1538229.7074369565
scorecard_woe_lr,0.3586662544468324,0.8988643339472069,0.12122246884070344,0.12003969609014856,7030725.0,6391782.0,638943.0,98.05755064456721,5368969.284163438,-1661755.7158365622
scorecard_woe_lr,0.3775556883677,0.9089932473910375,0.1254431875738646,0.12339228431538073,7308525.0,6425208.0,883317.0,135.56123388581952,5573430.991232421,-1735094.0087675788
scorecard_woe_lr,0.40181784169935447,0.919122160834868,0.1295708799465687,0.12665720487560528,7585500.0,6461532.0,1123968.0,172.49355432780848,5799230.854767346,-1786269.1452326542
scorecard_woe_lr,0.4237328729837891,0.929097605893186,0.1336306574165841,0.13103196233894945,7932675.0,6490539.0,1442136.0,221.32228360957643,6041781.190302522,-1890893.809697478
scorecard_woe_lr,0.45146535317970865,0.9393799877225292,0.1373958503512498,0.1338690573435713,8194125.0,6520500.0,1673625.0,256.8485267034991,6264613.493050791,-1929511.5069492087
scorecard_woe_lr,0.4823655952321146,0.9493554327808471,0.1427416747494342,0.13887609117361785,8590875.0,6539283.0,2051592.0,314.8545119705341,6522766.212685382,-2068108.787314618
scorecard_woe_lr,0.519343866112993,0.9594843462246777,0.14747280870121562,0.14276271593090212,8925525.0,6565905.0,2359620.0,362.1270718232044,6802034.560711036,-2123490.4392889636
scorecard_woe_lr,0.5585270474948199,0.9696132596685083,0.15289648622981955,0.14690052231718898,9281175.0,6582789.0,2698386.0,414.1169429097606,7069427.529708205,-2211747.470291795
scorecard_woe_lr,0.6169659045682986,0.9797421731123389,0.15773809523809523,0.1502361372180451,9591075.0,6599259.0,2991816.0,459.1491712707182,7332075.468450608,-2258999.5315493923
scorecard_woe_lr,0.6997170826526476,0.9898710865561694,0.1635658914728682,0.15362093023255813,9908550.0,6617412.0,3291138.0,505.085635359116,7641540.570389405,-2267009.429610595
scorecard_woe_lr,0.9195669818823209,0.9998465316144874,0.170376055257099,0.1579961627014582,10293450.0,6623136.0,3670314.0,563.2771639042357,7978457.134917693,-2314992.865082307
scorecard_woe_lr,1.0,1.0,0.17050337630448129,0.1580191068139963,10296525.0,6623136.0,3673389.0,563.7490791896869,7981284.803386982,-2315240.1966130184
logistic_l2,0.0,0.0,,,0.0,0.0,-0.0,-0.0,0.0,0.0
logistic_l2,0.00015833300918856826,0.0,,,0.0,0.0,-0.0,-0.0,0.0,0.0
logistic_l2,0.0019443994540044667,0.010128913443830571,0.0,0.0,0.0,128799.0,-128799.0,-19.766574585635357,1180.4249418762608,1180.4249418762608
logistic_l2,0.003112034178537075,0.020257826887661142,0.0,0.0,0.0,237708.0,-237708.0,-36.48066298342541,3416.028795218419,3416.028795218419
logistic_l2,0.00442992869244303,0.03038674033149171,0.0,0.0,0.0,340704.0,-340704.0,-52.28729281767956,6654.867119443418,6654.867119443418
logistic_l2,0.005865548269686802,0.040515653775322284,0.003787878787878788,0.0013920454545454544,3675.0,437211.0,-433536.0,-66.5340699815838,10817.216615030946,7142.216615030946
logistic_l2,0.006990822890315424,0.05064456721915286,0.00909090909090909,0.004227272727272727,13950.0,531162.0,-517212.0,-79.37569060773481,15927.887381466182,1977.887381466182
logistic_l2,0.007910244585410196,0.06062001227747084,0.010126582278481013,0.004177215189873418,16500.0,601362.0,-584862.0,-89.75782688766114,20298.561365770638,3798.561365770638
logistic_l2,0.008926637705198016,0.07074892572130141,0.010845986984815618,0.004587852494577007,21150.0,708480.0,-687330.0,-105.48342541436465,27874.119106555056,6724.119106555056
logistic_l2,0.0097762123639848,0.08087783916513198,0.013282732447817837,0.0075426944971537,39750.0,802971.0,-763221.0,-117.13029465930019,35395.68203850359,-4354.31796149641
logistic_l2,0.011089349223914932,0.09100675260896256,0.011804384485666104,0.006703204047217538,39750.0,898200.0,-858450.0,-131.74493554327807,43668.90094189512,3918.9009418951173
logistic_l2,0.012309118056630052,0.10113566605279313,0.012139605462822459,0.010345220030349014,68175.0,978084.0,-909909.0,-139.64226519337018,51732.599098779814,-16442.400901220186
logistic_l2,0.013241367694315652,0.1111111111111111,0.011049723756906077,0.009416436464088398,68175.0,1062540.0,-994365.0,-152.603591160221,60736.37883358626,-7438.621166413737
logistic_l2,0.014523048282584213,0.12124002455494168,0.01139240506329114,0.008848101265822786,69900.0,1157724.0,-1087824.0,-166.94659300184162,71753.47345548336,1853.4734554833558
logistic_l2,0.015740340743146376,0.13136893799877225,0.011682242990654205,0.011933411214953272,102150.0,1239525.0,-1137375.0,-174.5511049723757,82633.06467623654,-19516.935323763464
logistic_l2,0.016753923713924125,0.14149785144260282,0.01193058568329718,0.011477765726681128,105825.0,1309851.0,-1204026.0,-184.77992633517496,92191.16061696882,-13633.839383031183
logistic_l2,0.01762887020332232,0.1516267648864334,0.012145748987854251,0.012001518218623483,118575.0,1393803.0,-1275228.0,-195.707182320442,104421.82482218441,-14153.175177815589
logistic_l2,0.01887939818891041,0.16160220994475138,0.011396011396011397,0.01126068376068376,118575.0,1484082.0,-1365507.0,-209.5621546961326,118115.20297694336,-459.7970230566425
logistic_l2,0.02045905296094025,0.17173112338858196,0.01161751563896336,0.012231903485254693,136875.0,1562463.0,-1425588.0,-218.78268876611418,131307.69712072719,-5567.302879272815
logistic_l2,0.021826513730126878,0.18186003683241253,0.012658227848101266,0.01281012658227848,151800.0,1656225.0,-1504425.0,-230.8816758747698,148063.242714031,-3736.7572859690117
logistic_l2,0.02288412686629832,0.1919889502762431,0.013589128697042365,0.01432853717026379,179250.0,1732320.0,-1553070.0,-238.34714548802947,162849.8814274103,-16400.11857258971
logistic_l2,0.02400240765834487,0.20211786372007368,0.01442672741078208,0.014675398633257404,193275.0,1818594.0,-1625319.0,-249.43508287292818,179990.84483920838,-13284.155160791619
logistic_l2,0.02540355131257671,0.21209330877839166,0.015195369030390739,0.015271345875542693,211050.0,1899720.0,-1688670.0,-259.1574585635359,197085.9875812729,-13964.0124187271
logistic_l2,0.02673049845176358,0.2222222222222222,0.017955801104972375,0.01893646408839779,274200.0,1977624.0,-1703424.0,-261.42173112338855,215602.12987377943,-58597.87012622057
logistic_l2,0.02812523678753421,0.23235113566605278,0.019815059445178335,0.019760568031704097,299175.0,2045115.0,-1745940.0,-267.9465930018416,231693.2481754396,-67481.7518245604
logistic_l2,0.029396787582736453,0.24248004910988336,0.02088607594936709,0.02237658227848101,353550.0,2124792.0,-1771242.0,-271.829650092081,252352.57882159261,-101197.42117840739
logistic_l2,0.03076462727553545,0.25260896255371396,0.02187120291616039,0.023301944106925883,383550.0,2203398.0,-1819848.0,-279.2891344383057,272908.7213629044,-110641.27863709559
logistic_l2,0.031924638722820524,0.2627378759975445,0.02219626168224299,0.02375730140186916,406725.0,2275173.0,-1868448.0,-286.7476979742173,292382.92713228334,-114342.07286771666
logistic_l2,0.03345922799448057,0.2727133210558625,0.021384355655599326,0.022888294879009567,406725.0,2357694.0,-1950969.0,-299.41206261510126,314915.4214297465,-91809.5785702535
logistic_l2,0.034716315952603306,0.2828422344996931,0.02278893109061313,0.025828811720021702,476025.0,2441916.0,-1965891.0,-301.70211786372005,341199.2163115225,-134825.78368847747
logistic_l2,0.03639312026100612,0.29297114794352364,0.024096385542168676,0.026389470927187013,503775.0,2521314.0,-2017539.0,-309.628453038674,365738.98557810904,-138036.01442189096
logistic_l2,0.037905187666291994,0.3031000613873542,0.02531645569620253,0.027072151898734177,534675.0,2592495.0,-2057820.0,-315.81031307550643,388916.4766379248,-145758.5233620752
logistic_l2,0.03996703448647189,0.3132289748311848,0.025477707006369428,0.02679201371876531,546825.0,2673117.0,-2126292.0,-326.3186003683241,415562.1896457843,-131262.81035421568
logistic_l2,0.04147394880212794,0.32320441988950277,0.027540360873694207,0.028165954415954417,593175.0,2752515.0,-2159340.0,-331.390423572744,444412.1969567947,-148762.8030432053
logistic_l2,0.043135325860490945,0.3333333333333333,0.03130755064456722,0.0324896408839779,705675.0,2809413.0,-2103738.0,-322.8572744014733,469251.3085584002,-236423.6914415998
logistic_l2,0.04525297234933044,0.3434622467771639,0.030831099195710455,0.03179624664879357,711600.0,2882970.0,-2171370.0,-333.2366482504604,496598.61691327393,-215001.38308672607
logistic_l2,0.04710958637776085,0.35359116022099446,0.03125,0.03149739583333333,725700.0,2952801.0,-2227101.0,-341.7895948434622,524038.142612536,-201661.85738746403
logistic_l2,0.04906424066222463,0.36372007366482506,0.03375527426160337,0.03431645569620253,813300.0,3008691.0,-2195391.0,-336.9231123388582,550715.7349870686,-262584.2650129314
logistic_l2,0.05084516336419302,0.37369551872314305,0.03449691991786448,0.03465092402464066,843750.0,3080772.0,-2237022.0,-343.3121546961326,582210.4045841814,-261539.59541581862
logistic_l2,0.05278594213600203,0.3838244321669736,0.03478608556577369,0.0346781287485006,867300.0,3153294.0,-2285994.0,-350.8278084714549,614731.9408373223,-252568.05916267773
logistic_l2,0.054596978862099195,0.3939533456108042,0.0362290611608882,0.03625827814569536,930750.0,3227211.0,-2296461.0,-352.4341620626151,651185.1475841237,-279564.85241587635
logistic_l2,0.05664724485106528,0.40408225905463474,0.03684010634257501,0.03669103684010634,966075.0,3310605.0,-2344530.0,-359.81123388581955,691819.6629675296,-274255.3370324704
logistic_l2,0.058515530971487456,0.41421117249846534,0.03593923675435346,0.03579381252315673,966075.0,3375801.0,-2409726.0,-369.816758747698,723063.7127306252,-243011.28726937482
logistic_l2,0.06074356034537283,0.42418661755678333,0.03654124457308249,0.03654757597684515,1010175.0,3439305.0,-2429130.0,-372.79465930018415,757253.5051160494,-252921.49488395057
logistic_l2,0.06284855645683551,0.4343155310006139,0.037102473498233215,0.03669434628975265,1038450.0,3508623.0,-2470173.0,-379.09346224677716,794602.4112011918,-243847.58879880817
logistic_l2,0.06496648386302649,0.4444444444444444,0.03798342541436464,0.0375207182320442,1086600.0,3586158.0,-2499558.0,-383.60313075506446,838927.9288419491,-247672.0711580509
logistic_l2,0.06754380270030136,0.454573357888275,0.038149898717083054,0.0375455773126266,1112100.0,3658644.0,-2546544.0,-390.81399631675873,880566.0597133022,-231533.94028669782
logistic_l2,0.06968507642075301,0.46470227133210557,0.039960369881109646,0.038200957727873186,1156725.0,3723678.0,-2566953.0,-393.94613259668506,920840.3984196581,-235884.60158034193
logistic_l2,0.07241935315267721,0.47467771639042355,0.041707080504364696,0.04064015518913676,1257000.0,3781872.0,-2524872.0,-387.48802946593,962398.2227493543,-294601.7772506457
logistic_l2,0.07475611703713099,0.48480662983425415,0.043051598607154164,0.041882716049382714,1323075.0,3858957.0,-2535882.0,-389.1777163904236,1014546.7808679899,-308528.2191320101
logistic_l2,0.07698613754627133,0.4949355432780847,0.04496124031007752,0.04447209302325581,1434225.0,3926052.0,-2491827.0,-382.4166666666667,1065418.8087651026,-368806.19123489736
logistic_l2,0.07999806179244116,0.5050644567219152,0.046186569431783654,0.047461257976299,1561950.0,3999006.0,-2437056.0,-374.0110497237569,1123164.207242983,-438785.7927570171
logistic_l2,0.08233410655507997,0.5151933701657458,0.04647006255585344,0.04754244861483467,1596000.0,4065264.0,-2469264.0,-378.9539594843462,1170634.8980975403,-425365.10190245975
logistic_l2,0.08462474999901057,0.5253222836095764,0.04732690622261174,0.047843996494303244,1637700.0,4135689.0,-2497989.0,-383.3623388581952,1223107.1827183745,-414592.81728162547
